"japanese","english","context","notes"
"アンタなんか、勝手に他の子と/イチャイチャしてなさいよ！","","Portrait: !p2103!e00",""
"アンタなんか、勝手に男の子と/イチャイチャしてなさいよ！","","Portrait: !p2103!e00",""
"アンタに黙って帰ったら、/家まで押しかけられそうだからねぇ。","","Portrait: !p2300!e00",""
"アンタも暇なら、/アタイとブラブラするかい？","","Portrait: !p2301!e00",""
"アンタも笑いに来たのか！？","","Portrait: !p2303!e00",""
"アーケード版、通信対戦、/敵は日本中にいるからな！","","Portrait: !p0000!e00",""
"アーケード版、通信対戦、/敵は日本中にいるもんね！","","Portrait: !p0000!e00",""
"イ、イヤ……そんな事はなかったよ。","","Portrait: !p0000!e00",""
"イ、イヤ……そんな事はなかったわよ。","","Portrait: !p0000!e00",""
"イ、イヤ！/そういうつもりじゃ……","","Portrait: !p0000!e00",""
"イイなぁ……あんな優しくてしっかりした/女性になりたいなぁ……。","","Portrait: !p1800!e00",""
"イタタタタ……いや、ちょっとな。/あんまり退屈だったんで、/ちょっと技の練習を……な。","","Portrait: !p0100!e00",""
"イテテ……。/!0、/今の飛び蹴りは高くつくぜ！","","Portrait: !p0603!e00",""
"イベントによっては、/そのまま!c05パートナー!c07になってくれたり、/届け物を依頼されることもあるわ。","","Portrait: !p1800!e00",""
"イヤ……うん……/いらないかな、と思ったんだけど、/風邪ひいちゃうと面倒だし……","","Portrait: !p0000!e00",""
"イヤだ/売れるわけないだろ/いいぜ！","","Portrait: !pffff!e00",""
"イヤだ……。","","Portrait: !p0000!e00",""
"イヤだよ/売れるわけないよ/いいよ！","","Portrait: !pffff!e00",""
"イヤだよ……。","","Portrait: !p0000!e00",""
"イヤイヤ、わかってますよ。/気にしなくてもいいです……。/……はぁ。","","Portrait: !p1300!e00",""
"ウオオオオオオーーーッ！！","","Portrait: !p0403!e00",""
"ウソついたらヤリ飲ませるから、/ショージキに答えてくだサ〜イ！","","Portrait: !p0801!e00",""
"ウワァッ！/こ、こずえセンパイ……/一体ドコから……？","","Portrait: !p0103!e00",""
"ウワァッ！！/き、恭介？/驚かさないでよ。","","Portrait: !p0000!e00",""
"ウワァッ！！/き、恭介？/驚かすなよ。","","Portrait: !p0000!e00",""
"エ、エージェント？","","Portrait: !p0000!e00",""
"エキサイティングね！！/ミーはベリーハッピーよ！","","Portrait: !p0801!e00",""
"エッジ……","","Portrait: !p0000!e00",""
"エッジ……。","","Portrait: !p0000!e00",""
"エッジ……。/わかった、俺も手伝うよ！","","Portrait: !p0000!e00",""
"エッジ……。/わかったよ、私も手伝うよ！","","Portrait: !p0000!e00",""
"エッジ……。/待っててくれたのか？","","Portrait: !p0000!e00",""
"エッジ……。/待っててくれたの？","","Portrait: !p0000!e00",""
"エッジ……。/本当に、アリガト……。","","Portrait: !p0000!e00",""
"エッジ……。/本当に、アリガトな……。","","Portrait: !p0000!e00",""
"エッジ、どこ行くの？","","Portrait: !p0000!e00",""
"エッジ、どこ行くんだ？","","Portrait: !p0000!e00",""
"エッジ、何か考えごとか？","","Portrait: !p0000!e00",""
"エッジ、何か考えごと？","","Portrait: !p0000!e00",""
"エッジから/!c02届け物『アキラへのチョーカー』!c07を/あずかった。!c01２−Ｃの教室!c07に届けよう！","","Portrait: !pffff!e00",""
"エッジが率先して動けば、/みんなが/ついてきてくれるんじゃないかな？","","Portrait: !p0000!e00",""
"エッジが率先して動けば、/みんなが/ついてきてくれるんじゃないか？","","Portrait: !p0000!e00",""
"エッジたちも立派に成長したし、/ゲド高も、もう大丈夫だろう。","","Portrait: !p1901!e00",""
"エッジなりに、/考えがあってのことなんだろ？/思うようにやってみるといいよ。","","Portrait: !p0000!e00",""
"エッジなりに、/考えがあってのことなんでしょ？/思うようにやってみるといいよ。","","Portrait: !p0000!e00",""
"エッジのお店……、/かなり繁盛したけど、/まだ結構商品が残っちゃってるね……。","","Portrait: !p0000!e00",""
"エッジのツープラトン技/!c03『血゛獄』!c07を覚えた！","","Portrait: !pffff!e00",""
"エッジのヤツは、/クラスの模擬店を手伝うと/いっとったのう。","","Portrait: !p1200!e00",""
"エッジの店……、/かなり繁盛したけど、/まだ結構商品が残ってるな……。","","Portrait: !p0000!e00",""
"エッジの店で売ってるものと/同じデザインはイヤだからね！/なんてったって、私専用なんだから！","","Portrait: !p0000!e00",""
"エッジの店で売ってるものと/同じデザインはダメだぞ！/なんてったって、俺専用なんだからな！","","Portrait: !p0000!e00",""
"エッジは俺と/キャンプファイアーに行けなくても/いいから、そんなこといってるんだろ……？","","Portrait: !p0000!e00",""
"エッジは私と/キャンプファイアーに行けなくても/いいから、そんなこというんだよ……。","","Portrait: !p0000!e00",""
"エッジも/走り込んだりしたのか？","","Portrait: !p0000!e00",""
"エッジも/走り込んだりしたの？","","Portrait: !p0000!e00",""
"エッジも何か思うところがあって/がんばっとるようだし、/アキラも転校して、自分の道を歩いとる。","","Portrait: !p1200!e00",""
"エッジ！/どこか行くの？","","Portrait: !p0000!e00",""
"エッジ！/休憩中か？","","Portrait: !p0000!e00",""
"エッジ！/休憩中なの？","","Portrait: !p0000!e00",""
"エッジ！/何してるの？","","Portrait: !p0000!e00",""
"エッジ！/何してるんだ？","","Portrait: !p0000!e00",""
"エッジ！/学園祭、晴れてよかったな！","","Portrait: !p0000!e00",""
"エッジ！/学園祭、晴れてよかったね！","","Portrait: !p0000!e00",""
"オ、オマエなぁ！/それは言い過ぎだろ？/そんなヤツだとは思わなかったぜ！","","Portrait: !p0403!e00",""
"オイ、!0。/これ見ろよ！","","Portrait: !p1000!e00",""
"オイ、!0！！/オマエも一緒にたこ焼食うか？","","Portrait: !p0101!e00",""
"オイ、オメェら！/チンタラやってんじゃねェ！/もう学園祭は始まってんだぞ！","","Portrait: !p1003!e00",""
"オイ、ラン！/なんだよ、さっきからソワソワして！/いいたいことがあるなら、ハッキリいえよ！","","Portrait: !p0000!e00",""
"オイオイ……、/頼むから、ボクを困らせないでくれ。/遊びで行くワケじゃないんだ。","","Portrait: !p0702!e00",""
"オイオイ、!0。/そんなモノにこだわってどうするんだ。/学校の成績なんて気にするなよ。","","Portrait: !p0701!e00",""
"オイオイ、将馬……！/……お前はホント/野球のことばっかだな……。","","Portrait: !p0000!e00",""
"オイラ、そろそろ行かなきゃ。/それじゃな、!0。","","Portrait: !p0401!e00",""
"オイラさ……、よくわかんねぇけど、/多分、オマエのこと、好きだぜ。","","Portrait: !p0402!e00",""
"オイラのコト見て、/凶器は持ち込み禁止だっていうんだぜ？/ワケわかんねぇよな。","","Portrait: !p0400!e00",""
"オイラの周りってガサツな/ヤツばっかりだからさ、/ああいう感じの子にはあこがれちゃうな。","","Portrait: !p0401!e00",""
"オウ、そうだな！！/さぁオマエら！/こっから気合入れなおしていくぜ！！","","Portrait: !p2001!e00",""
"オォ、サンキューです！/それじゃーパフェとクレープと/アイスクリームとミルフィーユと……","","Portrait: !p0801!e00",""
"オス、先生！！","","Portrait: !p0000!e00",""
"オッケー、遊び好きのティファニーが/喜んでくれるなら、/イベントとして合格だな。","","Portrait: !p0000!e00",""
"オッケー、遊び好きのティファニーが/喜んでくれるなら、/イベントとして合格よね。","","Portrait: !p0000!e00",""
"オマエ、/簡単に言うけどな……","","Portrait: !p0103!e00",""
"オマエが/手伝ってくれりゃあさ、/オレ……、できると思うんだ……。","","Portrait: !p1002!e00",""
"オマエがそんなこというなんて/思わなかったぜ！/じゃあな！！","","Portrait: !p0400!e00",""
"オマエがついてきてくれるなら、/もうオレは怖いものなしだぜ！！","","Portrait: !p0100!e00",""
"オマエと一緒なら、/オレはどんなことがあっても/うまくやれる……","","Portrait: !p1000!e00",""
"オマエなー、他人事だと思ってるだろ？/夏のヤツ、人使いが荒いから大変なんだぞ。/それに……ももとの約束があるしな。","","Portrait: !p0400!e00",""
"オマエなー、他人事だと思ってるだろ？/大変なんだぞ、ももの相手って……。/それに……夏とも約束があるしな。","","Portrait: !p0400!e00",""
"オマエに言われなくったって、/それぐらいやってやるぜ！！","","Portrait: !p0100!e00",""
"オマエのいうこと/何でも聞いてやっからよォ！","","Portrait: !p1003!e00",""
"オマエのその答えが正しいのか、/もう一度見て回って考えてこい！/じゃあな！！","","Portrait: !p2000!e00",""
"オマエの気が済むまで/付き合ってやっからな！/さぁ、行こうぜェ！","","Portrait: !p1001!e00",""
"オマエもいらない服とか出すか？/オレたちのクラスで売ってやるぜ？","","Portrait: !p1000!e00",""
"オレ……、/オマエが胸張って自慢できるような/立派な漢（オトコ）になるってな！","","Portrait: !p1000!e00",""
"オレが一生懸命作ってやったんだ。/なくすんじゃねェぞ！","","Portrait: !p1002!e00",""
"オレたちは、/売り上げから手数料をいただいて、/残りは、モノを提供した本人に返すんだ。","","Portrait: !p1000!e00",""
"オレは、親父に/「日本を変えてやる！！」って/大見得きっちまったからな。","","Portrait: !p0100!e00",""
"オレみたいに繊細な精神の持ち主には、/こういう「癒し」が必要なワケよ！/わかる？","","Portrait: !p1001!e00",""
"オレも今はする事がなくてよ。/そうだ、しばらく俺につきあえよ。/一人で歩き回っても面白くねぇんだよ。","","Portrait: !p0101!e00",""
"オレも今はする事が無くてよ。/そうだ、しばらく俺につきあえよ。/一人で歩き回っても面白くねぇんだよ。","","Portrait: !p0101!e00",""
"オー、それはズルいデ〜ス！！/まるでミーの愛情が足りないみたいに/聞こえマ〜ス！","","Portrait: !p0803!e00",""
"オー、グレイト！/!0、よく気づいたヨ〜。/ホンのチョットだけ伸びたネ！！","","Portrait: !p0801!e00",""
"オー、ユカタ！！/それはベストチョイスね！","","Portrait: !p0801!e00",""
"カ、カップルで行くものって感じですけど、/そんな深い意味はなくていいんです。/ただ醍醐先輩と行ってみたいだけで……","","Portrait: !p0000!e00",""
"カ、カップルばっかりだし……、/やっぱり、そうなんじゃないかな……。","","Portrait: !p0000!e00",""
"カ、カワイイっていえば、/女がみんな喜ぶと思うな！","","Portrait: !p2302!e00",""
"カッキーン！","","Portrait: !p0403!e00",""
"カップルで行くものって感じですけど、/そんなの、/気にしなきゃいいじゃないですか。","","Portrait: !p0000!e00",""
"カメラが良くても、カメラマンが/スクープ撮れないんじゃあねぇ……。/あはははは……っ！","","Portrait: !p0000!e00",""
"カメラが良くても、カメラマンが/スクープ撮れないんじゃあねぇ……。/くすくすくす……。","","Portrait: !p0000!e00",""
"カメラが良くても、カメラマンが/スクープ撮れないんじゃあねぇ・・。/あはははは・・っ！","","Portrait: !p0101!e01",""
"カンベンしてくれよ……只でさえ近所から/「人類には見えない父親」とか/色々言われてるんだからな。","","Portrait: !p0102!e00",""
"カードは６枚までしか持てません/どのカードを捨てますか？","","Portrait: !pffff!e00",""
"カードを使用しますか？","","Portrait: !pffff!e00",""
"カードを手に入れた！","","Portrait: !pffff!e00",""
"カードを持っていません","","Portrait: !pffff!e00",""
"ガァーーーーン！！！/そ、そんな……、/俺はよかれと思ってやったのに……","","Portrait: !p0000!e01",""
"ガァーーーーン！！！/そ、そんな……、/私はよかれと思ってやったのに……","","Portrait: !p0000!e01",""
"ガイコツじゃないわ。/人体の骨格標本よ。/生物とか保健の授業で見た事あるでしょ？","","Portrait: !p1400!e00",""
"ガサツって……、/将馬〜、夏にいいつけちゃうわよ〜。","","Portrait: !p0000!e00",""
"ガサツって……、/将馬〜、夏にいいつけるぞ。","","Portrait: !p0000!e00",""
"ガッシャーーーン！！","","Portrait: !pffff!e01",""
"ガツン！！","","Portrait: !p2801!e01",""
"ガハハ！/そうかもしれんのう！/ほれ、普通盛り一丁、お待たせじゃ！","","Portrait: !p1201!e00",""
"ガハハ！/そうじゃったのう！","","Portrait: !p1201!e00",""
"ガハハ！/そんなもん、ワシはいつでも/パッとしとらんぞい！","","Portrait: !p1201!e00",""
"ガハハ！　いい返事じゃぞい！/それじゃあ、行くかのう！","","Portrait: !p1201!e00",""
"ガハハ！　そういうことじゃ！/!0さんも、/ちゃんこ鍋を食ってけ！","","Portrait: !p1201!e00",""
"ガハハ！　そういうことじゃ！/!0も、/ちゃんこ鍋を食ってけ！","","Portrait: !p1201!e00",""
"ガラガラ〜ン！！/ドシ〜〜ン！！","","Portrait: !pffff!e01",""
"ガンマニアとしては、/見過ごせないイベントだからな。/腕が鳴るぜ……。","","Portrait: !p0600!e00",""
"キミが有能なコトはよく知ってる。/だからこそ……キミに危険な目に/あって欲しくないんだ。","","Portrait: !p0700!e00",""
"キミくらいしか信用できる人がいなくてね。/あの時計、そんなに高くはないんだが、/２０万くらいはするからな。","","Portrait: !p0701!e00",""
"キミだからさ。/!0と出会えて、僕は本当に/嬉しく思ってるよ。","","Portrait: !p0302!e00",""
"キミと一緒に/時間を過ごせてよかったよ。/ありがとう……!0。","","Portrait: !p0302!e00",""
"キミと過ごせて楽しかったよ。/悪いが用があるから、ボクは失礼するよ。/またあとでな。","","Portrait: !p0700!e00",""
"キミの事は最初から疑っていないよ。/もし気づいた事でもあれば、/何でも言ってくれ。じゃあな。","","Portrait: !p0300!e00",""
"キミの表情は、/面白いように変わるね。/見ていて飽きないよ。","","Portrait: !p0301!e00",""
"キミを待っていたのさ。/さぁ、キャンプファイアーに行こう。","","Portrait: !p0301!e00",""
"キャ……、キャンプファイアーに、/一緒に行ってくれんかのう？","","Portrait: !p1202!e00",""
"キャンプ……いいですよ、/こんなおじさんでよければ、/ご一緒しましょう。","","Portrait: !p1301!e00",""
"キャンプ……いいですよ、/私でよければ、/ご一緒しましょう。","","Portrait: !p1301!e00",""
"キャンプファイアー/喫茶店/お化け屋敷","","Portrait: !pffff!e00",""
"キャンプファイアーか。/しかし、あれは……","","Portrait: !p1902!e00",""
"キャンプファイアーに/一緒にいって欲しいですぅ！","","Portrait: !p2402!e00",""
"キャンプファイアーに行くっても、/一人じゃツマンねぇからな。","","Portrait: !p0400!e00",""
"キャンプファイアーに行く話は/もうナシだ！/でも、オレは全部売ってみせるからな！","","Portrait: !p1003!e00",""
"キャンプファイアーの炎って、/こんなにキレイなんですね……。","","Portrait: !p0000!e00",""
"キレイよね。/キャンプファイアーの炎って。","","Portrait: !p0500!e00",""
"ギリギリギリ…………/トンテンカン…………/ペタペタペタ…………","","Portrait: !pffff!e00",""
"ククク、学園祭か……。/せいぜい、今のうちに楽しむといいさ。","","Portrait: !p1503!e00",""
"クスクス……、そんな顔しないでください。/頼りにしてないなんてことありませんよ。/では、ちゃんと届けてくださいね。","","Portrait: !p2501!e00",""
"クスクス……。/岩！/ちゃんと勉強はしなきゃダメだよ。","","Portrait: !p0000!e00",""
"クスクス、よかったですね！","","Portrait: !p0000!e00",""
"クスクスクス……。","","Portrait: !p2301!e00",""
"クスクスクス……！","","Portrait: !p0000!e00",""
"クッ……/貴様に聞いた私が愚かだった。/反省の時間が必要だ……","","Portrait: !p1603!e00",""
"クヨクヨすんなって！/このオレみたいに、/軽く受け流していけばいいじゃねぇか！","","Portrait: !p0101!e00",""
"クラスで焼いたクッキーを/こちらの金魚さんにも/召し上がっていただこうと思って。","","Portrait: !p2500!e00",""
"クラスの展示/出店の食べ物/客の反応","","Portrait: !pffff!e00",""
"クラスの模擬店に使うテーブルクロスは、/何色がいいかって聞かれたから、/「紫」って答えたのさ。","","Portrait: !p2300!e00",""
"クラスの為にと思って、声を張り上げて……/またみんなが期待を寄せてくれて、/それに応える為に無理をして……","","Portrait: !p1803!e00",""
"クラス全員が着るんだろ？/だったら、別に恥ずかしくないし。","","Portrait: !p0000!e00",""
"クラス全員が着るんでしょ？/だったら、別に恥ずかしくないし！","","Portrait: !p0000!e00",""
"クラブに入れば、/試合を行わなければなりません。/無益な戦いは私の好む所ではないのです。","","Portrait: !p0900!e00",""
"クンクン……。","","Portrait: !p0000!e00",""
"クンクン……。/あれ？　なぁ、もも、/なんか鍋物の匂いがしないか？","","Portrait: !p0000!e00",""
"クンクン……。/あれ？　ねぇ、ももちゃん、/なんか鍋物の匂いがしない？","","Portrait: !p0000!e00",""
"クンクン……。/なんだか、お鍋のいいにおいがする……。","","Portrait: !p0000!e00",""
"クンクン……。/なんだか、鍋のいいにおいがするな……。","","Portrait: !p0000!e00",""
"グゥ〜〜〜〜","","Portrait: !p1200!e00",""
"グラウンドで射的をやってるんだ。/今から行こうと思ってな。","","Portrait: !p0600!e00",""
"グワシャーン！","","Portrait: !pffff!e01",""
"グーッだ！　これでお前の必殺技の/組み合わせは変わったはずだ。/気に入らなければ、また来るといいぞ。","","Portrait: !p2801!e00",""
"ケ、ケーキか……。","","Portrait: !p0000!e00",""
"ケ、ケーキね……。","","Portrait: !p0000!e00",""
"ケガで、プロにはいけなかったけど、/学校にいた頃から、女の子には/人気があったからなぁ……。","","Portrait: !p0400!e00",""
"ケガのせいで、/キーパーができなくなって、/俺は、フォワードに転向したよな。","","Portrait: !p0600!e00",""
"ケンカだ！　ケンカ！/お巡りさんこっちです！！","","Portrait: !p0000!e00",""
"ケンカです！　ケンカ！/お巡りさんこっちです！！","","Portrait: !p0000!e00",""
"ケーキがあまったので/もらってきたのです。/どうです、食べてみますか？","","Portrait: !p1300!e00",""
"ゲッ！　!0！/み、見るんじゃないよ！/あっち行きな！","","Portrait: !p2302!e00",""
"ゲド高の生徒って、/実は礼儀正しいんですね。/さっき挨拶されちゃいました。","","Portrait: !p0000!e00",""
"ゲームは基本的に、/メインメニューの状態から、/移動、イベント、マスの効果の順に進むわ。","","Portrait: !p1800!e00",""
"ゲーム中に確認したいときは、/ＭＡＰモードで、マスの説明を見てね。","","Portrait: !p1800!e00",""
"ゲーム終了時に登録すれば、/各モードで使えるようになるわよ。/もちろんアーケード版でもね。","","Portrait: !p1801!e00",""
"コイツぁ、/仲間に気合を入れるための愛のムチだ！/心を鬼にして、その手に力を込めろ！！","","Portrait: !p2000!e00",""
"コラ！　待て！/!0！！","","Portrait: !p0601!e00",""
"ゴメンね。/せっかく相談にのってくれたのに。/じゃあね。","","Portrait: !p1103!e00",""
"ゴメンね。/例えばの話だから、忘れてね。/じゃあ。","","Portrait: !p0500!e00",""
"ゴメンゴメン！/で、何考えてたの？","","Portrait: !p0000!e00",""
"ゴメンゴメン！/で、何考えてたんだ？","","Portrait: !p0000!e00",""
"ゴメンゴメン！/最近練習ばっかりで、/全然遊んでなかったから、楽しくって！","","Portrait: !p0501!e00",""
"サ、サスカッチ！？","","Portrait: !p0000!e00",""
"サッカーができなくなるよりはと思って、/あの頃は、ワラにもすがる思いだったよ。","","Portrait: !p0600!e00",""
"サッカーも商売も/戦略が大事だからな。","","Portrait: !p0600!e00",""
"サッカー部の仲間がいるじゃない/私は興味ないな/私がいるじゃない","","Portrait: !pffff!e00",""
"サッカー部の仲間がいるじゃないか/俺は興味ないな/俺がいるじゃないか","","Portrait: !pffff!e00",""
"サンキュウ、!0。/おかげで助かったぜ。/逃げた１年は見つけて叱っといたから。","","Portrait: !p0400!e00",""
"サンキュー、!0！/ナイスアドバイス、アリガトね！！","","Portrait: !p0801!e00",""
"サンキューな！/!0！","","Portrait: !p1001!e00",""
"サンキュー！/実は、お腹ペコペコだったのよねぇ。","","Portrait: !p0000!e00",""
"サンキュー！/実は、ハラペコだったんだ。","","Portrait: !p0000!e00",""
"サンキュー！/恩に着るぜ、!0！！","","Portrait: !p0101!e00",""
"ザキ……、/懐かしい名前だな。","","Portrait: !p1901!e00",""
"ザキ……。","","Portrait: !p0000!e00",""
"ザキ……。/俺を待っててくれたのか？","","Portrait: !p0000!e00",""
"ザキ……。/私を待っててくれたの？","","Portrait: !p0000!e00",""
"ザキ、どうかしたのか？","","Portrait: !p0000!e00",""
"ザキ、どうかしたの？","","Portrait: !p0000!e00",""
"ザキ、どこ行くの？","","Portrait: !p0000!e00",""
"ザキ、どこ行くんだ？","","Portrait: !p0000!e00",""
"ザキから/!c02届け物『派手なハンカチ』!c07をあずかった/!c01職員室・東!c07に届けよう！","","Portrait: !pffff!e00",""
"ザキが……、/フリフリのエプロン……ねぇ……。","","Portrait: !p0000!e00",""
"ザキがいたチームのみんなに/見せてあげようと思ってね！","","Portrait: !p0000!e00",""
"ザキがいたチームのみんなに/見せてやろうと思ってさ！","","Portrait: !p0000!e00",""
"ザキが歩いてくると、すぐわかるぞ。","","Portrait: !p0000!e00",""
"ザキが歩いてくると、すぐわかるよ。","","Portrait: !p0000!e00",""
"ザキって、子分がいっぱい/いるんだよな？","","Portrait: !p0000!e00",""
"ザキって、子分がいっぱい/いるんだよね？","","Portrait: !p0000!e00",""
"ザキとゆりかさんとは仲良くしてるよ。/でも、他のクラスメートとは、/あんまり仲良くなれなくって……。","","Portrait: !p1103!e00",""
"ザキとゆりかさんのことですね。/ずいぶん仲良くしてるみたいですよ。","","Portrait: !p0000!e00",""
"ザキと一緒なら行ってもいいぞ！/俺と行けば、１年中「姫」と/呼んでもらえる特典付きだ。","","Portrait: !p0000!e00",""
"ザキと一緒なら行ってもいいよ！/私と行けば、１年中「姫」と/呼んでもらえる特典付きだよ。","","Portrait: !p0000!e00",""
"ザキのクラスって、何をやるんだっけ？","","Portrait: !p0000!e00",""
"ザキのツープラトン技/!c03『ガンつけ１２０％』!c07を覚えた！","","Portrait: !pffff!e00",""
"ザキは、キャンプファイアーに行くのか？","","Portrait: !p0000!e00",""
"ザキは、キャンプファイアーに行くの？","","Portrait: !p0000!e00",""
"ザキ！　暇そうだね。","","Portrait: !p0000!e00",""
"シャツかしてみて。/私が直すよ。","","Portrait: !p1100!e00",""
"シンバルとかも？/ゆりかさんがダイナミックにシンバルを/演奏する姿ってイメージ湧かないけど……。","","Portrait: !p0000!e00",""
"ジャスキャラの!c05友好度!c07を/強奪することができます","","Portrait: !pffff!e00",""
"ジャスキャラのターンです","","Portrait: !pffff!e00",""
"ジャスティス学園だって、/この一年で随分変わってきたでしょ。/雹クンだって感じてるんじゃないの？","","Portrait: !p0000!e00",""
"ジャスティス学園だって、/この一年で随分変わってきましたよね。/雹さんだって感じてるんじゃないですか？","","Portrait: !p0000!e00",""
"ジャスティス学園の人なら、/学園祭より授業をしてほしいっていう/意見も多いんじゃないですか？","","Portrait: !p0000!e00",""
"ジャスティス学園の人なら、/学園祭より授業をしてほしいっていう/意見も多いんじゃない？","","Portrait: !p0000!e00",""
"ジャパニーズがあるのに、/アメリカンがないのか？/ナンセンスだな！！","","Portrait: !p0703!e00",""
"スクーブね！","","Portrait: !p2101!e00",""
"スクープ写真/男の写真/俺の写真","","Portrait: !pffff!e00",""
"スクープ写真/男の写真/私の写真","","Portrait: !pffff!e00",""
"スクープ写真か！？/やったじゃないか、ラン！/どんなのか見せてくれよ。","","Portrait: !p0000!e00",""
"スクープ写真なの！？/やったわね、ランちゃん！/どんなのか見せてよ。","","Portrait: !p0000!e00",""
"スケ番ザキが、フリフリのエプロンで/クッキーなんか売ってるんだから、/笑うしかないだろ？","","Portrait: !p0000!e00",""
"スケ番ザキが、フリフリのエプロンで/クッキーなんか売ってるんだから、/笑うしかないよねぇ？","","Portrait: !p0000!e00",""
"スゴいネ……/キャンプファイアーを見てると、/コトバが出なくなりマス……","","Portrait: !p0800!e00",""
"スゴイじゃない、恭介！/プロ顔負けじゃない！/そこまでやるとは思わなかったわ！","","Portrait: !p0000!e00",""
"スゴイじゃないか、恭介！/プロ顔負けだよ！/そこまでやるとは思わなかったぜ！","","Portrait: !p0000!e00",""
"ステイツに直行するかどうかは、/これからの任務次第なんだが……。/どちらにしても、またしばらく会えないな。","","Portrait: !p0700!e00",""
"スパイクだって、/大事なオイラの相棒だ！","","Portrait: !p0403!e00",""
"スマンのう！/よろしく頼むぞい。","","Portrait: !p1202!e00",""
"ズバリ！　変装するときよ！/こうしてかければ……、/ホラ！　もう誰だかわからない！","","Portrait: !p2100!e00",""
"ズバーンとバットふって、/カキーーンて飛ばす感じだよ。/わかるだろ？","","Portrait: !p0400!e00",""
"センスの違いかねぇ。/やっぱり、アタイに聖女の生徒は/勤まりそうにないねぇ……。","","Portrait: !p2300!e00",""
"セーブしました。/　　　　/　　　　　何かボタンを押してください。","","Portrait: !pffff!e00",""
"セーブしました。/　　　　　　　ゲームを続けますか？/　　　　　　はい：Ａ　　いいえ：Ｂ","","Portrait: !pffff!e00",""
"ダメ……かな……。","","Portrait: !p2102!e00",""
"ダメよ。/先生も見回りで忙しいのだから、/ジャマしてはいけないわ。","","Portrait: !p1400!e00",""
"ダメよ。/私の素顔を見る事が出来るのは、/この世で一人だけなんだから。","","Portrait: !p1403!e00",""
"ダメダメですぅ！","","Portrait: !p2401!e00",""
"ダメッ！/ぜぇ〜ったいに、ダメェッ！","","Portrait: !p2102!e00",""
"ダンスパーティって……/フォークダンスじゃなかったか？","","Portrait: !p0000!e00",""
"ダンスパーティって……/フォークダンスじゃなかったっけ？","","Portrait: !p0000!e00",""
"ダンスパーティに一緒に行こうって、/しつこいから……ボクは自分で相手を/選びたいんだがな。","","Portrait: !p0700!e00",""
"チェッ、わかってるってばよ。/見てろよ〜、オイラも来年は/大活躍してやるからな！","","Portrait: !p0402!e00",""
"チッ、こんなときに！/どうする……","","Portrait: !p0000!e00",""
"チビでも優れたセッターや/リベロはたくさんいるからな！/気を落とすな、将馬！！","","Portrait: !p2801!e00",""
"チョット、イイデスカァー？","","Portrait: !p2100!e00",""
"チームのヤツらのことかい？/アイツらは子分じゃない。","","Portrait: !p2300!e00",""
"チームメイトの目を見つめて、/ビートが高まったら、一気に……ＧＯ！/これでカンペキね！","","Portrait: !p0802!e00",""
"ツイスターアッパーもキレを増したし、/必殺のニューブローも身につけたんだ。/どうだい、一発受けてみるかい？","","Portrait: !p0700!e00",""
"ツープラトン技を教えてもらいます","","Portrait: !pffff!e00",""
"ティファニー、/護身術は上達したのか？","","Portrait: !p0000!e00",""
"ティファニー、/護身術は上達した？","","Portrait: !p0000!e00",""
"ティファニー。/どうか……したのか？","","Portrait: !p0000!e00",""
"ティファニー。/どうか……したの？","","Portrait: !p0000!e00",""
"ティファニー。/なんなら俺が、/お父さんの代わりになってやるよ。","","Portrait: !p0000!e00",""
"ティファニー。/なんなら私が、/お父さんの代わりになってあげるわよ。","","Portrait: !p0000!e00",""
"ティファニー。/何か食べたいものはあるか？/俺がおごってやるぞ。","","Portrait: !p0000!e00",""
"ティファニー。/何か食べたいものはある？/私がおごってあげるわよ。","","Portrait: !p0000!e00",""
"ティファニーか……/相変わらず元気いっぱいだな。","","Portrait: !p0000!e00",""
"ティファニーか……/相変わらず元気いっぱいね。","","Portrait: !p0000!e00",""
"ティファニーから/!c02届け物『魅惑のバッグ』!c07をあずかった/!c01２−Ｆの教室!c07に届けよう！","","Portrait: !pffff!e00",""
"ティファニーじゃない。/私に何か用だったの？","","Portrait: !p0000!e00",""
"ティファニーじゃないか。/俺に何か用だったのか？","","Portrait: !p0000!e00",""
"ティファニーとは進展した？/アメリカの方がいいクセに/こっちに戻りたいか？","","Portrait: !pffff!e00",""
"ティファニーとは進展した？/アメリカの方がいいクセに/こっちに戻りたい？","","Portrait: !pffff!e00",""
"ティファニーのコスチュームだけど、/どうして去年と変わったの？","","Portrait: !p0000!e00",""
"ティファニーのコスチュームだけど、/どうして去年と変わったんだ？","","Portrait: !p0000!e00",""
"ティファニーのツープラトン技/!c03『ラブ＆ピース』!c07を覚えた！","","Portrait: !pffff!e00",""
"ティファニーの好物をおごる/佐渡先生に甘えてきたら/私が代わりになる","","Portrait: !pffff!e00",""
"ティファニーの好物をおごる/佐渡先生に甘えてこい/俺が代わりになる","","Portrait: !pffff!e00",""
"ティファニーは、/また日本の学校に/通うってわけじゃないのか？","","Portrait: !p0000!e00",""
"ティファニーは、/また日本の学校に/通うってわけじゃないの？","","Portrait: !p0000!e00",""
"ティファニーは、/主にどんな所を見て回ってるの？","","Portrait: !p0000!e00",""
"ティファニーは、/主にどんな所を見て回ってるんだ？","","Portrait: !p0000!e00",""
