"Japanese","English","offset"
"!p0000!e00ど、どうだろう……？/まぁ、沖田先生の追っかけとかが/万一いれば……売れると思うけど……","","0x6AE88"
"!p0900!e00少々頼りないですが……、/要は善意です！/さっそく協力をお願いに行ってきます！","","0x6AEE9"
"!p0000!e00（……きっと沖田先生の事だから、/　スゴい数のサインボールを/　くれるに違いないな…………）","","0x6AF40"
"!p0000!e00そうだなぁ……/珍しいところで、/佐渡先生のマワシとかどうだ？","","0x6AFA6"
"!p0900!e00確かに、「金山」のマワシといえば/素晴らしいモノですが……/そんなものを譲ってもらえるでしょうか？","","0x6AFED"
"!p0900!e00それに万が一、譲り受けておきながら/売れ残ったりしてしまっては、/佐渡先生の名にキズがついてしまいます。","","0x6B058"
"!p0000!e00確かに……そう簡単には売れなさそうだし、/だからといって安い値段を/つけるわけにはいかないだろうし……。","","0x6B0C9"
"!p0903!e00ええ……考えてくれた!0には/申し訳ありませんが、/他の先生を当たってみる事にします。","","0x6B13A"
"!p0000!e00（あっ、ボーマン……。/　残念、力にはなれなかったか……）","","0x6B197"
"!p0000!e00よぉ、ボーマン！/……どうしたんだ？/そんなにたくさん本を抱えて。","","0x6B1E1"
"!p0900!e00!0ですか。/これらは全て、図書室から持ち出されたまま/放置されていた本なのです。","","0x6B22C"
"!p0903!e00借りたものを元に戻す事すらも/出来ない人がいるという事実に、/正直、失望を隠せません……。","","0x6B285"
"!p0000!e00しょうがない奴らもいるなぁ……/判った。/本を運ぶのを手伝ってやるよ。","","0x6B2E8"
"!p0901!e00本当ですか！　助かります。/実は、まだ他にもかなりの量があるので、/私はそちらを運びます。","","0x6B337"
"!p0000!e00じゃ、この本を図書室に/もっていけばいいんだな？/よし、任せとけ！","","0x6B39A"
"!p0902!e00!0！/助かりました。/協力を感謝します。","","0x6B3E6"
"!p0000!e00いいって。/じゃ、また何かあったら言ってこいよ！","","0x6B417"
"!p0900!e00!0！/もしよければ、これから私と/同行してもらえませんか？","","0x6B458"
"!p0000!e00そりゃ構わないけど……","","0x6B49B"
"!p0901!e00そうですか！　それはよかった。/では早速、恒例の募金集めに/参りましょう！！","","0x6B4BC"
"!p0901!e00あなたと一緒にいると/時間を忘れてしまいます。/では、またお会いしましょう。","","0x6B512"
"!p0000!e00ボーマン！/お前のツープラトン技を教えてくれ！","","0x6B56E"
"!p0900!e00あれをですか……。/「Ｗパワーバスター」は、パートナー同士の/パワーを均衡させねばなりません。","","0x6B5A6"
"!p0900!e00失敗すると非常に危険ですが……/やりますか？","","0x6B60D"
"!p0000!e00当たり前だ。/それを聞いて引き下がるほど/腑抜けじゃないつもりだぜ。","","0x6B643"
"!p0901!e00なら、４８の組手から始めるとしましょう。/それらをマスターすれば、自然と身体が/動くようになるでしょう。","","0x6B690"
"!p0000!e00そういうものなのか？/よくは判らないけど……いくぞ！！","","0x6B701"
"!p0000!e00やぁ、ボーマン。/ちょうどいいところに……。","","0x6B742"
"!p0903!e00!0！！/君はどう思います！？/こんな不条理が許されていいはずがない！！","","0x6B778"
"!p0000!e00へ！？/そ、そうだよな。全然よくないぞ！/（何の話かわからないけど……）","","0x6B7C7"
"!p0903!e00自分で出したゴミは自ら始末する！/そのような事も判らぬ輩がのさばるとは、/神ならぬ身の私には耐えられない！！","","0x6B818"
"!p0000!e00（……行っちゃった。/　一緒に店を回ろうと思ってたんだけど、/　誘うのは今度にしよう……）","","0x6B88D"
"!p0000!e00よぉ、ボーマン。/こんな所に一人でどうしたんだ？","","0x6B8F2"
"!p0902!e00!0……。/君を待っていたのです。","","0x6B92C"
"!p0000!e00俺を……？","","0x6B956"
"!p0902!e00……そろそろ、/キャンプファイアーが始まるようですね。/一緒に行きましょう。","","0x6B96B"
"!p0000!e00あ、ああ……。","","0x6B9C0"
"!p0000!e00どうしたのさ、ボーマン。/何か……さっきまでとは雰囲気が違うな。","","0x6B9DA"
"!p0900!e00……私は、/この日本に信仰を広めるために来日し、/現在まで過ごしてきました。","","0x6BA24"
"!p0900!e00……ですが、/今の私には別の目標があるのです。","","0x6BA79"
"!p0000!e00別の……目標？","","0x6BAB1"
"!p0901!e00ええ。/私が今までに得た知識と経験をもって、/海外協力のボランティアに参加する事です。","","0x6BACA"
"!p0900!e00それが、私が見つけた/これからの私の居場所なのです。","","0x6BB29"
"!p0902!e00……その事を、!0には/知っていてもらいたかったのです。","","0x6BB67"
"!p0000!e00そっか……/で、その海外協力のボランティアって、/いつ始めるつもりなんだ？","","0x6BBA7"
"!p0900!e00今すぐにでも。/……と、本当は言いたい所なのですが、/実際は卒業してからになるでしょう。","","0x6BBFA"
"!p0000!e00そうなんだ……。/ちゃんと将来の事を考えてるんだな。/それに比べたら俺は……","","0x6BC5B"
"!p0900!e00!0は、/……自分の思うままの道を歩いて下さい。/それが……一番です。","","0x6BCB0"
"!p0900!e00これは、全て私個人の希望であり、/君を巻きこんでしまう事は、/私の本意ではないのです……。","","0x6BCFD"
"!p0000!e00ボーマン……他人に奉仕する為に、/自分を犠牲にしなきゃ/ならないっていうわけじゃないんだぜ？","","0x6BD60"
"!p0000!e00自分自身が満たされる事で、/他人にも優しくなれる。/俺は、そう思ってるよ。","","0x6BDC5"
"!p0900!e00!0……私は……","","0x6BE18"
"!p0000!e00さぁてと！　これから忙しくなるなぁ。/いろんな国の言葉をマスターして、/パスポートの準備もしなきゃな！","","0x6BE31"
"!p0000!e00楽しいじゃないか、ボーマン。/卒業しても、俺たちは一緒なんだからな！","","0x6BEA0"
"!p0902!e00!0……ありがとう。/これで私の、/唯一の心残りが無くなりました。","","0x6BEEE"
"!p0901!e00では、今からフォークダンスを/踊りに行きましょう！","","0x6BF37"
"!p0000!e00ああ。/今日という日が、/俺たちの記念になるように、な！","","0x6BF73"
"!p0900!e00!0……お疲れ様でした。","","0x6BFB5"
"!p0000!e00ボーマン……/どうしたんだ、こんな所に一人で。","","0x6BFD6"
"!p0900!e00!0こそ……/ずいぶんと元気がないように/見受けられますが？","","0x6C00E"
"!p0000!e00ああ……/これといった成績が残せなかったのが、/ちょっと残念で……","","0x6C051"
"!p0900!e00なら、今日はゆっくりと休養をとって、/また明日から頑張ればよいではないですか。","","0x6C09C"
"!p0901!e00とりあえず、/今はキャンプファイアーでも見て/気を紛らわせるのが一番ですよ。","","0x6C0F4"
"!p0000!e00そうかもな……/じゃあ、行こうかボーマン。/勧めたからにはつきあってもらうぜ！","","0x6C149"
"!p1002!e00よぉ、!0……。/アキラに会ったか？","","0x6C1A1"
"!p0000!e00アキラがどうかしたのか？","","0x6C1CD"
"!p1002!e00聖純女学院ってのは、/いい学校みてェだな……。/ああ、きっとそうだぜェ……。","","0x6C1F0"
"!p0000!e00（変なエッジ……）","","0x6C245"
"!p0000!e00なぁ、エッジのクラスは/学園祭で何をするんだったっけ？","","0x6C263"
"!p1000!e00フリーマーケットさ。/みんなからいらないモノを集めて、/クラスのヤツらで売るんだよ。","","0x6C2A3"
"!p1000!e00オレたちは、/売り上げから手数料をいただいて、/残りは、モノを提供した本人に返すんだ。","","0x6C300"
"!p1000!e00いらないモノを出してくれたヤツ、/それを買ったヤツ、そしてオレたちと/みんなが得するって寸法さ。","","0x6C35F"
"!p1001!e00へへ……！/オレが発案者なんだぜ！/結構イイだろ？","","0x6C3C8"
"!p1001!e00どうよ、このチョーカー？/オレが作ったんだぜ！/フリーマーケットで売ろうと思ってな！","","0x6C404"
"!p0000!e00へぇ……！　イイな、これ！/この木でできた飾りのところって/エッジが作ったのか？","","0x6C461"
"!p1000!e00ああ、まぁな。/それはペンダントトップっていうんだ。","","0x6C4BA"
"!p1000!e00ホントは、シルバーを使いたいところだが、/そうもいかねェんでな。/今回は木製だ。","","0x6C4F8"
"!p1001!e00へへ……、自慢じゃねェけどよ、/オレは、手先は器用だぜ。/ナイフの扱いにも慣れてっしなァ！","","0x6C551"
"!p1000!e00よぉ！　!0！/フリーマーケットで売るアイテムを/募集してんだ。","","0x6C5B5"
"!p1000!e00オマエもいらない服とか出すか？/オレたちのクラスで売ってやるぜ？","","0x6C5FC"
"!p0000!e00何も用意してこなかったから、/出せるものがないなぁ。","","0x6C646"
"!p1001!e00そっか。/まぁ、なんかあったら持ってこいよ。/こづかい稼ぎになるぜ！","","0x6C684"
"!p0000!e00よぉ、エッジ！/今日は、岩と一緒じゃないのか？","","0x6C6D2"
"!p1000!e00アイツは相撲部の方で、/何かやるっていってたなァ。","","0x6C70A"
"!p1001!e00こういうときくらい役に立たないと、/相撲部をクビになっちまうからな、アイツ！/ヒャハハハ！","","0x6C746"
"!p0000!e00エッジ、何か考えごとか？","","0x6C7AA"
"!p1000!e00ああ……。/総番長が今年もゲド高にいるのは/ウレシイんだが……","","0x6C7CD"
"!p1000!e00総番長が抜けた後、/オレたちは/どうなるんだろうなぁと思ってな……。","","0x6C814"
"!p0000!e00（エッジもいろいろ考えてるんだな……）","","0x6C861"
"!p0000!e00エッジ！/学園祭、晴れてよかったな！","","0x6C893"
"!p1001!e00ああ！/雨だと客足が悪くて、/商売になんねェからな！","","0x6C8C1"
"!p0000!e00あはは……、そうだな！","","0x6C8FE"
"!p0000!e00エッジ！/休憩中か？","","0x6C920"
"!p1000!e00ああ！/今日のオレは、チョーカー作りっていう/クリエイティブな仕事をしてっからなぁ。","","0x6C93E"
"!p1000!e00こうして、/アタマをリフレッシュしてるワケよ。","","0x6C99B"
"!p1001!e00なぁ、!0！/一生懸命、何かを作るってのも、/結構イイもんだな！","","0x6C9D3"
"!p1000!e00オイ、!0。/これ見ろよ！","","0x6CA1B"
"!p0000!e00１ドル札じゃないか。/どうしたんだ、それ？","","0x6CA3D"
"!p1000!e00さっき、パシフィックの生徒が店に来てよ。/ドルで支払っていったんだ。/オレは本物のドル札なんて、初めて見たぜ！","","0x6CA71"
"!p1001!e00なんか、オレの商売もワールドワイドに/なったっつう感じだよな！","","0x6CAE8"
"!p0000!e00あはは！","","0x6CB30"
"!p0000!e00エッジ！/何してるんだ？","","0x6CB44"
"!p1003!e00う、うわぁ！！/な、何でもねェよ！","","0x6CB66"
"!p0000!e00そっちにあるのって/聖純女学院の教室じゃないか……。","","0x6CB92"
"!p0000!e00のぞいてたのか……？","","0x6CBD0"
"!p1002!e00ア、アキラに手出す野郎がいたら、/ブッ飛ばしてやろうと見張ってただけだぜ！/マ、マジだぜ！　マジ！","","0x6CBEF"
"!p0000!e00（あはは……。/　エッジにとってアキラは、/　特別な存在なんだな……）","","0x6CC5A"
"!p1000!e00さっき、聖女の生徒が店に来てたんだがよ、/やっぱ違うよなぁ……。","","0x6CCAA"
"!p0000!e00どういうところがだ？","","0x6CCF4"
"!p1001!e00しゃべり方とかさ、やっぱ上品なんだよな！/オレのしゃべり方まで、/お上品になっちまったぜ！","","0x6CD13"
"!p0000!e00あはは！","","0x6CD76"
"!p0000!e00なぁ、エッジ！/あっちにお化け屋敷があるんだってさ！/行ってみないか？","","0x6CD8A"
"!p1000!e00あー、オレはエンリョしとくわ……。","","0x6CDD9"
"!p1000!e00お化け屋敷に行くと/また、なんかブッ壊しちまって/修理させられそうな気がするからな……。","","0x6CE06"
"!p0000!e00（ふーん、/　以前に何かあったみたいだな……）","","0x6CE67"
"!p0000!e00ほら、エッジ！/こんなことで寝てたら/カゼひくぞ！","","0x6CEA0"
"!p1000!e00なぁん……？/あぁ、!0か……。","","0x6CEDB"
"!p0000!e00体育館に、何しに来てたんだ？","","0x6CF03"
"!p1001!e00吹奏楽部の演奏を聴きに来てたんだ。/たまにゃ、高尚な音楽も/イイかと思ったんでな！","","0x6CF2A"
"!p0000!e00（あはは……。/　今まで寝てたくせに……）","","0x6CF85"
"!p0000!e00何してるの、エッジ！","","0x6CFBA"
"!p1000!e00ブラブラしにプールに来たらよ/金魚が泳いでたんで、眺めてたんだ。","","0x6CFD9"
"!p1001!e00オレみたいに繊細な精神の持ち主には、/こういう「癒し」が必要なワケよ！/わかる？","","0x6D023"
"!p0000!e00（あはは……）","","0x6D07C"
"!p0000!e00エッジ、どこ行くんだ？","","0x6D096"
"!p1000!e00なんか、購買部の方で/バザーをやってるらしいんでな。","","0x6D0B7"
"!p1000!e00商売がたきを、/ちょっと偵察に行くんだよ！/じゃあな！","","0x6D0F5"
"!p0000!e00なんか、今日のエッジは、/生き生きしてるな。","","0x6D135"
"!p1001!e00退屈な授業がねェと思ったら、/うれしくなっちまってさ！","","0x6D16B"
"!p1001!e00さぁってと！/バリバリ売って、稼ぎまくるぜ！","","0x6D1AB"
"!p1003!e00オイ、オメェら！/チンタラやってんじゃねェ！/もう学園祭は始まってんだぞ！","","0x6D1E2"
"!p1003!e00こんなとこで遊んでねェで、/とっとと店の手伝いしろよなァ！","","0x6D235"
"!p1003!e00ったくよォ……。","","0x6D279"
"!p0000!e00どうしたんだ、エッジ？/そんな大きな声出して……。","","0x6D294"
"!p1000!e00あぁ、!0か……。","","0x6D2D0"
"!p1000!e00いやなぁ、オレたちのクラスは/フリーマーケットをやるんだがよ、/品物の数が多くて大変なワケよ。","","0x6D2EB"
"!p1000!e00なのに、ちっとも/働きやがらねェヤツらがいるから、/怒鳴り飛ばしてやってたんだよ。","","0x6D352"
"!p1000!e00ナンだよ？　オマエも/ウゼェこといってるとか/思ってんのかよ？","","0x6D3AD"
"!p0000!e00俺は……","","0x6D3F4"
"!pffff!e00一生懸命なんてバカみたい/怒鳴るだけじゃダメ/そんなこと思ってない","","0x6D408"
"!p0000!e00俺は、一生懸命なんてバカみたいだなって/思ってただけだよ。/たかが、学園祭ごときでな。","","0x6D454"
"!p0000!e00テキトーに遊んでればいいだろ。/何をひとりで舞い上がってんだよ？/あはは！","","0x6D4B3"
"!p1003!e00うるせぇよ！/てめえもその程度かよ！","","0x6D506"
"!p1003!e00人の気もしらねェで！/見損なったぜ！","","0x6D534"
"!p0000!e00（な、何だよ……。偉そうに……）","","0x6D562"
"!p0000!e00俺は、怒鳴るだけじゃ/ダメなんじゃないかなと思ってただけさ。","","0x6D58E"
"!p1003!e00じゃ、じゃあ……、/どうすんだよ！","","0x6D5D4"
"!p0000!e00エッジが率先して動けば、/みんなが/ついてきてくれるんじゃないか？","","0x6D600"
"!p0000!e00だってさ、/外道高校をまとめた/あの醍醐先輩もそういう人だろ？","","0x6D64B"
"!p1000!e00…………。/そっか、考えてみりゃ、/そうだったよなァ……。","","0x6D692"
"!p1000!e00総番長が卒業したら、オレや岩が/ゲド高のヤツらを引っ張っていかなきゃ/ならないと思って、少しアセってたぜ……。","","0x6D6D5"
"!p1001!e00サンキューな！/!0！","","0x6D74C"
"!p0000!e00（エッジもいろいろ考えてるんだな。/　俺もがんばらないとな……）","","0x6D76A"
"!p0000!e00俺は、そんなこと思ってないさ。","","0x6D7B5"
"!p0000!e00エッジなりに、/考えがあってのことなんだろ？/思うようにやってみるといいよ。","","0x6D7DE"
"!p1001!e00へへ、サンキューな。/これからもサボってるヤツがいたら、/怒鳴り飛ばしてやるぜ！","","0x6D833"
"!p0000!e00（でも、/　怒鳴ってばっかりてのもなぁ……）","","0x6D88C"
"!pffff!e00!c01聖純女学院の生徒Ａ!c07/「うわぁ！　素敵ねぇ、このチョーカー！/　ご自分でお作りになられたんですか？」","","0x6D8C8"
"!p1001!e00へへ、わ、わかる？/ボクみたいに繊細な心を持った人間は、/作品にそれがにじみ出てしまうんだなァ。","","0x6D93B"
"!p1001!e00こういう美しいものを作るのが、/ボクの生きがいっていうか、/ライフワークみたいなもんなんですよォ！","","0x6D9A4"
"!pffff!e00!c01聖純女学院の生徒Ｂ!c07/「まぁ、ご立派なんですねぇ！」","","0x6DA0F"
"!p1001!e00いやぁ！/ご立派ってほどでも……あるかなァ/なんて！","","0x6DA53"
"!p1001!e00アハハハハハッ！","","0x6DA90"
"!p0000!e00忙しそうだな、エッジ！","","0x6DAAB"
"!p1003!e01おわっ！/!0！！","","0x6DACC"
"!p0000!e00どこに行ったのかと思ったら、/こんなところで、油売ってたのか！","","0x6DAE6"
"!p0000!e00それに、誰が「ボク」なんだよ！/そんなアタマしてるくせに、/恥ずかしくないのかよ？","","0x6DB2E"
"!p1003!e00ご、誤解だぜ！/オレは、クラスのためを思って、/こうして人知れず、移動販売をだなァ……。","","0x6DB89"
"!p0000!e00どうだかなぁ？/女の子と遊んでただけなんじゃあ/ないのか？","","0x6DBEA"
"!p0000!e00あ〜ぁ、/硬派で通した外道高校も/もうオシマイだな！","","0x6DC2D"
"!p1003!e00んなぁ……、わぁった、わぁった！/オレが悪かったよ！/どうしたら、許してくれるかいってくれ！","","0x6DC6A"
"!p1003!e00オマエのいうこと/何でも聞いてやっからよォ！","","0x6DCCF"
"!p0000!e00マジ？","","0x6DD05"
"!p1000!e00ああ！/ゲド高の漢（オトコ）に、/二言はねェぜ！","","0x6DD16"
"!p0000!e00フーン、そうだなぁ……","","0x6DD4F"
"!pffff!e00俺のためのチョーカーを作る/女の子と話しちゃダメ/チョーカーを全部売る","","0x6DD71"
"!p0000!e00じゃあさ！/俺のためにチョーカーを作ってくれよ！/!0専用チョーカーを！","","0x6DDC1"
"!p0000!e00エッジの店で売ってるものと/同じデザインはダメだぞ！/なんてったって、俺専用なんだからな！","","0x6DE10"
"!p1001!e00何を言い出すかとヒヤヒヤしたぜ。/そんなことなら、おやすい御用だ！","","0x6DE73"
"!p1001!e00今日中に作ってやっからな！/まかせとけ！","","0x6DEBF"
"!p0000!e00（へへ……、ラッキー！）","","0x6DEF1"
"!p0000!e00じゃあさ！/女の子と話したらダメってのでどうだ？/うん、それがイイな！","","0x6DF15"
"!p1003!e00そ、そんなの無理だぜ！/第一、店はどうすんだよ？/女の子の客だって来るのによォ。","","0x6DF64"
"!p0000!e00女の子が来たら、クラスの他の人に/接客してもらえばいいだけだろ？","","0x6DFBD"
"!p1000!e00そ、そんじゃあ、/やっぱ、/アキラとも話しちゃダメなのかよ？","","0x6E007"
"!p0000!e00当たり前だろ！/何でも聞くって、/エッジがいったんだろ？","","0x6E04C"
"!p1000!e00そんなァ……。/まったく……、/つまんねェこといっちまったぜェ……。","","0x6E08D"
"!p0000!e00じゃあ、/その今持ってきてるチョーカーを/全部売って来いよ！","","0x6E0DB"
"!p0000!e00全部売るまで、/教室に帰って来たらダメだぜ！","","0x6E120"
"!p1003!e00これ、全部かよ！","","0x6E156"
"!p0000!e00そう！/人知れず、クラスのために/働いてるんだろ？","","0x6E171"
"!p0000!e00だったら、/しっかり稼いでくるんだな！","","0x6E1AC"
"!p1000!e00わ、わかった！　オレも男だ！/やってやるぜ！","","0x6E1DC"
"!p0000!e00（あはは……）","","0x6E212"
"!p0000!e00エッジの店……、/かなり繁盛したけど、/まだ結構商品が残ってるな……。","","0x6E231"
"!p1000!e00ああ、こうして移動販売までして/頑張ったけどなぁ。","","0x6E280"
"!p1000!e00まぁ、売れなかった分は/モノを出してくれた本人に返すから/別に構わねェんだけどよォ……。","","0x6E2BC"
"!p1000!e00やっぱ、全部売りてェよな！/意地みてェなもんでよ！","","0x6E31D"
"!p1002!e00な、なぁ……。/店の品物が全部売れたら、/キャンプファイアーに行かねェか？","","0x6E359"
"!p0000!e00エッジ……","","0x6E3AC"
"!pffff!e00イヤだ/売れるわけないだろ/いいぜ！","","0x6E3C2"
"!p0000!e00イヤだ……。","","0x6E3F0"
"!p0000!e00それって、売れ残ったら、/一緒にキャンプファイアーに/行けないってことだろ……。","","0x6E407"
"!p1002!e00!0……。/オマエってヤツは……。","","0x6E460"
"!p1000!e00まかせとけよ！/オメェをガッカリはさせねェぜ！","","0x6E48A"
"!p1000!e00本気モードで/売りまくってくるからなァ！/待っててくれよなッ！","","0x6E4C2"
"!p0000!e00（エッジのヤツ……。/　でも、売れ残ったらどうしよう？/　手伝ってやればよかったかな……）","","0x6E509"
"!p0000!e00全部なんて、売れるわけないだろ！/あんなにいっぱい残ってるのに……。","","0x6E56D"
"!p0000!e00エッジは俺と/キャンプファイアーに行けなくても/いいから、そんなこといってるんだろ……？","","0x6E5BB"
"!p1000!e00い、いやぁ……、/オレはただ、/より頑張るためにだなァ……。","","0x6E61C"
"!p0000!e00じゃあ、もっとできそうな条件に/すればいいじゃないか。/無理だって、絶対！","","0x6E661"
"!p1003!e00ああ、そうかよ！/売れるわけないとか、無理とか/後ろ向きなことばっかりいいやがってよォ！","","0x6E6B4"
"!p1003!e00よーするに、/オマエは、オレを信用してねェんだよ！","","0x6E715"
"!p1003!e00キャンプファイアーに行く話は/もうナシだ！/でも、オレは全部売ってみせるからな！","","0x6E751"
"!p1003!e00じゃあな！","","0x6E7AA"
"!p0000!e00（何だよ……。エッジのヤツ……）","","0x6E7BF"
"!p0000!e00いいぜ！/でも、全部は大変だな。","","0x6E7EB"
"!p1002!e00ひとつだけ……、/できる方法がひとつだけあるぜ……。","","0x6E815"
"!p0000!e00何だよ？","","0x6E853"
"!p1002!e00オマエが/手伝ってくれりゃあさ、/オレ……、できると思うんだ……。","","0x6E866"
"!p0000!e00エッジ……。/わかった、俺も手伝うよ！","","0x6E8B1"
"!p1002!e00マ、マジかよォ！？","","0x6E8E1"
"!p1001!e00よっしゃあ！/こうしちゃらんねェや！/さあ、バリバリ売りまくろうぜ！！","","0x6E8FE"
"!p0000!e00ああ！","","0x6E94D"
"!p1000!e00なぁ、!0！/このチョーカーを２−Ｃの教室に/届けてくれねェか？","","0x6E964"
"!p0000!e00２−Ｃって……、/聖純女学院の教室じゃないか。/誰にあげるんだ？","","0x6E9AB"
"!p1002!e00ど、どうでもいいだろ！/そんなこたァよォ！","","0x6E9F4"
"!p0000!e00…………。/これ、捨てていいんだな？","","0x6EA28"
"!p1003!e00わぁった！　言う言う！/アキラにだよ！","","0x6EA56"
"!p1002!e00直接渡すのは……、/照れくさくってよォ！/じゃ、じゃあ、頼んだぜ！","","0x6EA86"
"!p1002!e00悪かったな、変なこと頼んじまって。/サンキューな！","","0x6EAD2"
"!p0000!e00よぉ、エッジ！/どこか行くのか？","","0x6EB15"
"!p1001!e00ああ、ちょっと休憩だ。/俺も、ちったぁ客の気分を/味わいたいからな！","","0x6EB3F"
"!p1001!e00どうだ？/一緒に行くか？","","0x6EB8C"
"!p1001!e00さぁ〜てと、/オレはそろそろ戻らねェとな！/またな！","","0x6EBAF"
"!p0000!e00なぁ、エッジのツープラトン技を/俺にも教えてくれよ。","","0x6EBF3"
"!p1000!e00アレをかァ？/自慢じゃねェが、/アレはスピードが命だかんなァ……。","","0x6EC31"
"!p1000!e00毎朝、１０キロは走り込まないと/覚えんのは無理だな！","","0x6EC7C"
"!p0000!e00エッジも/走り込んだりしたのか？","","0x6ECBA"
"!p1001!e00いや、してねェよ。/ヒャハハハ！","","0x6ECE4"
"!p0000!e00（からかわれてる……）","","0x6ED0E"
"!p1000!e00いやぁ、ダメだダメだ……。/あんな造形じゃあ、全然ダメだ……。","","0x6ED30"
"!p0000!e00何ブツブツいってんだ、エッジ？","","0x6ED78"
"!p1003!e00だからよォ！/このオレの魂が/表現できてねェッつうか……","","0x6EDA1"
"!p1003!e00輝いてねェわけよ！/わかる？","","0x6EDE2"
"!p0000!e00（いや、だから何の話なんだよ……？/　ワケわかんないって……）","","0x6EE08"
"!p1000!e00よぉ、!0！/お勉強は終わったのか？","","0x6EE52"
"!p0000!e00エッジ……。/待っててくれたのか？","","0x6EE7E"
"!p1000!e00まぁ、そういうこった！","","0x6EEAA"
"!p1000!e00あのよ……、/フリーマーケットのアイテム……、/全部売れたぜ！","","0x6EECB"
"!p1000!e00だから、/オレはオレ自身に/ご褒美をやりてェんだ……。","","0x6EF12"
"!p1000!e00なぁ、!0……。/キャンプファイアーに/一緒に行ってくれねェか？","","0x6EF51"
"!p0000!e00ああ……、いいよ……。/じゃあ、俺も/俺自身にご褒美ってことにするよ！","","0x6EF98"
"!p1001!e00へへ、そっだな。/じゃあ、行こうぜェ！","","0x6EFE7"
"!p1001!e00へへ……。","","0x6F018"
"!p0000!e00何だよ、エッジ？/ニヤニヤしてさ。","","0x6F02D"
"!p1001!e00いや……。/今日は楽しかったなと思ってよ。/一生懸命ってのも、案外悪くねェな。","","0x6F059"
"!p0000!e00そうだな。/エッジ、頑張ってたからな。","","0x6F0B0"
"!p1000!e00へへ……。/おっと、いけねェ！/大事なモンを忘れるところだった……。","","0x6F0E0"
"!p1002!e00ホラ、オマエ用のチョーカーだ。","","0x6F12D"
"!p1002!e00オレが一生懸命作ってやったんだ。/なくすんじゃねェぞ！","","0x6F156"
"!p0000!e00ありがとう、エッジ！","","0x6F196"
"!p0000!e00へぇ……！/キツネのデザインなんだな。/しっぽのところが、エッジの髪みたいだ！","","0x6F1B5"
"!p1001!e00へへ、そっか？/似てっかな……。","","0x6F20C"
"!p0000!e00ホントにもらっていいのか？","","0x6F236"
"!p1002!e00っていうか、オマエにしかやらねェ。/モチーフもオマエに合せて考えた、/オマエ専用の一品ものだぜ！","","0x6F25B"
"!p0000!e00エッジ……。/本当に、アリガトな……。","","0x6F2C4"
"!p1002!e00そ、そんな顔すんなよ！/照れるじゃねェかよ……。","","0x6F2F4"
"!p0000!e00ハハ……。/なぁ、エッジ！/俺たちもフォークダンスを踊らないか？","","0x6F32E"
"!p1001!e00いいねェ！/今日は特別に、/オレのバリバリのステップ、見せてやるぜ！","","0x6F377"
"!p0000!e00あはは！/フォークダンスで/そんなことされたら俺はどうすんだよ？","","0x6F3C4"
"!p1001!e00ハハハ、そうだったな。","","0x6F40D"
"!p1000!e00!0、オレさ！/決めたぜ！/今、決めた！","","0x6F42E"
"!p0000!e00何をさ？","","0x6F45D"
"!p1000!e00オレ……、/オマエが胸張って自慢できるような/立派な漢（オトコ）になるってな！","","0x6F470"
"!p1000!e00総番長が抜けた後も、/ゲド高は、オレがまとめてみせる！","","0x6F4C7"
"!p1000!e00オマエと一緒なら、/オレはどんなことがあっても/うまくやれる……","","0x6F507"
"!p1001!e00そう、信じてるからな！","","0x6F550"
"!p1000!e00!0！/おせェぞ！","","0x6F572"
"!p0000!e00エッジ……。","","0x6F58C"
"!p1000!e00何かあったのか？/世界で一番不幸みたいな顔してよ？","","0x6F5A3"
"!p0000!e00別に……、成績がいまいち/パッとしなかっただけだよ……。","","0x6F5DF"
"!p1000!e00そんなモン、気にした方が/負けだっつうの！","","0x6F621"
"!p0000!e00でもなぁ……。","","0x6F655"
"!p1001!e00しゃあねェな！/オレがキャンプファイアーに/連れてってやっから、元気出せよ！","","0x6F66E"
"!p1001!e00オマエの気が済むまで/付き合ってやっからな！/さぁ、行こうぜェ！","","0x6F6C3"
"!p0000!e00なぁ、アキラ、/女子校に行ってどうだ？/楽しいか？","","0x6F70D"
"!p1100!e00うん！/ザキやゆりかさんといると/楽しいよ。","","0x6F748"
"!p0000!e00そっか、なら大丈夫だな。","","0x6F77D"
"!p1103!e00う、うん……。/大丈夫だよ……。","","0x6F7A0"
"!p0000!e00（あれ？/　なんか歯切れの悪い返事だな……）","","0x6F7CA"
"!p0000!e00アキラって、/今でもバイクに乗ってるのか？","","0x6F801"
"!p1101!e00うん、乗ってるよ。/やっぱり、バイクはいいよね。/楽しいもの。","","0x6F835"
"!p1101!e00この間、ザキを後ろに乗せてあげたら、/運転させろっていって/大変だったんだから。","","0x6F87C"
"!p0000!e00あはは！/まるで、おもちゃの取り合いだな。","","0x6F8D5"
"!p0000!e00やっぱり、アキラって、/今でもトレーニングとかしてるのか？","","0x6F90A"
"!p1101!e00もちろん！/女子校に行ったから弱くなったなんて、/醍醐兄さんにいえないもの。","","0x6F94E"
"!p0000!e00（へぇ……。/　さすが醍醐先輩の妹だな）","","0x6F9A3"
"!p1102!e00ねぇ、!0……。/最近、ツナギが窮屈な感じがするの。/私太ったかな？","","0x6F9D6"
"!p0000!e00そ、そんなことないと思うよ。","","0x6FA21"
